geoid,total,hispanic,white,black,indian,asian,pacific
130719702001,730,0,580,150,0,0,0
130719702002,1260,4,970,285,0,0,0
130719703001,1530,45,1295,190,0,0,0
130719703002,640,0,185,455,0,0,0
130719703003,515,0,0,515,0,0,0
130719703004,285,0,50,235,0,0,0
130719703005,665,0,0,665,0,0,0
130719704001,655,125,420,115,0,0,0
130719704002,1025,10,595,420,0,0,0
130719704003,430,40,240,130,0,0,0
130719705001,1210,10,1130,70,0,0,0
130719705002,980,75,755,155,4,0,0
130719706001,1235,340,660,155,80,0,0
130719706002,1435,205,1175,45,0,10,0
130719706003,1210,15,1065,130,0,0,0
130719707011,840,0,550,125,0,110,0
130719707012,1055,15,660,380,0,0,0
130719707013,2145,90,1500,510,15,30,0
130719707014,615,15,300,275,20,0,0
130719707021,1700,200,600,885,4,4,4
130719708001,585,45,365,175,0,0,0
130719708002,620,45,190,385,0,0,0
130719708003,170,20,10,130,0,10,0
130719708004,575,185,185,190,0,0,0
130719709001,695,75,595,25,0,0,0
130719709002,1230,15,1220,0,0,0,0
130719709003,1080,270,640,150,20,0,0
130719709004,1305,0,1275,0,0,30,0
130730301021,400,0,250,25,0,125,0
130730301022,1425,20,1195,105,0,55,0
130730301023,2500,20,1610,620,0,200,0
130730301024,1600,0,1310,135,0,155,0
130730301025,1190,0,1145,0,0,25,0
130730301031,2605,155,1905,315,0,220,0
130730301051,1430,85,1105,35,0,135,0
130730301052,1905,175,1510,60,0,160,0
130730301053,625,0,525,85,0,15,0
130730301061,1685,45,1080,475,0,65,0
130730301062,870,45,725,90,0,10,0
130730302011,2075,15,1680,370,0,15,0
130730302012,2405,30,1830,380,0,140,0
130730302013,1100,25,1040,30,0,0,0
130730302021,2305,50,1955,205,0,45,0
130730302031,915,160,680,45,0,0,0
130730302032,1235,75,1075,35,0,10,0
130730302033,630,125,395,55,0,30,0
130730302034,1910,0,1535,335,0,35,0
130730303021,985,0,550,360,0,0,0
130730303022,2760,105,2270,230,0,135,0
130730303023,1000,0,740,250,0,10,0
130730303024,2215,220,1795,150,0,35,0
130730303025,2290,115,1740,235,0,85,0
130730303041,1645,30,1020,485,0,110,0
130730303042,5560,480,4015,770,0,160,0
130730303061,2995,340,1810,660,0,75,0
130730303062,1625,105,1285,95,0,95,0
130730303071,1125,90,845,135,0,0,0
130730303072,1260,45,1175,35,0,4,0
130730303073,2535,105,1975,305,0,50,0
130730303074,740,25,695,4,0,15,0
130730303081,2730,140,2105,280,0,140,0
130730303082,4610,190,3235,835,0,100,0
130730303091,2335,95,2035,115,25,40,0
130730303092,1215,0,1100,115,0,0,0
130730303093,1395,4,955,385,20,35,0
130730303094,2490,15,2260,20,0,150,0
130730304011,1405,55,715,620,0,10,0
130730304012,930,0,725,190,0,0,0
130730304021,2295,10,1480,745,0,35,0
130730304022,4000,170,2585,715,35,255,0
130730304023,1640,30,1385,210,0,15,0
130730305031,2915,485,1625,665,0,35,0
130730305032,1720,25,870,830,0,0,0
130730305033,1885,140,1270,375,0,55,0
130730305041,1820,15,1445,360,0,0,0
130730305042,1005,10,925,45,15,0,0
130730305051,5425,415,3245,1565,35,60,0
130730305061,4270,245,1960,1730,65,0,0
130730305062,1370,240,775,360,0,0,0
130730305063,1770,245,1295,100,0,0,0
130730305064,2005,85,1340,535,0,0,0
130730306031,2010,35,1395,525,0,40,0
130730306032,925,0,790,130,0,0,0
130759601001,930,15,720,180,0,0,0
130759601002,670,65,565,40,0,0,0
130759602001,555,0,480,75,0,0,0
130759602002,850,105,655,85,0,0,0
130759602003,575,20,200,340,15,0,0
130759602004,440,60,50,305,30,0,0
130759602005,370,10,40,320,0,0,0
130759603001,1100,4,710,385,4,0,0
130759603002,1130,0,1130,0,0,0,0
130759603003,1105,10,890,165,0,0,0
130759603004,335,0,285,55,0,0,0
130759603005,900,0,325,430,0,45,0
130759604001,1710,15,1330,365,4,0,0
130759604002,1145,30,1110,0,0,0,0
130759604003,640,0,65,575,0,0,0
130771701001,1620,10,1455,155,0,0,0
130771701002,3030,255,2350,405,0,0,0
130771701003,1300,0,1215,40,0,0,0
130771702001,2065,50,1720,145,15,15,0
130771702002,985,0,800,185,0,0,0
130771702003,475,0,445,25,0,0,0
130771702004,1695,0,1045,645,0,0,0
130771703031,4555,105,3995,340,0,15,0
130771703041,790,20,650,120,0,0,0
130771703042,2985,235,1910,600,0,225,0
130771703043,1515,4,1295,205,15,0,0
130771703051,2105,235,1370,460,0,4,0
130771703052,4215,470,1805,1695,20,110,0
130771703053,1025,70,435,500,0,0,0
130771703061,755,0,705,35,0,0,0
130771703062,3355,160,2090,925,0,180,0
130771703063,3230,545,1875,575,50,160,0
130771704021,1020,150,810,60,0,0,0
130771704022,3135,195,2560,295,0,85,0
130771704023,2310,75,2110,125,0,0,0
130771704031,940,20,825,95,0,0,0
130771704032,2625,85,2170,295,0,55,0
130771704041,1200,25,1035,0,0,135,0
130771704042,1940,0,1895,25,0,0,0
130771704043,940,50,845,20,0,25,0
130771704051,2705,50,2060,500,25,0,0
130771704052,1910,60,1620,200,0,0,0
130771704053,1235,60,1140,0,0,40,0
130771704061,2885,270,2495,70,10,10,0
130771705011,2095,20,1800,205,0,0,0
130771705012,1650,85,1375,155,35,0,0
130771705013,1955,0,1755,180,0,20,0
130771705021,1925,60,1560,290,0,0,0
130771705022,1845,60,1440,340,0,4,0
130771705023,1370,10,1335,4,15,4,0
130771705031,1255,95,1040,110,0,10,0
130771705032,2045,25,1830,150,0,10,0
130771705033,1110,115,940,25,4,0,0
130771706011,1295,35,395,865,0,0,0
130771706012,2470,0,1210,1190,0,10,0
130771706013,770,20,80,620,45,0,0
130771706014,1280,225,625,395,0,0,0
130771706021,2315,155,1650,405,0,40,0
130771706022,960,50,855,15,0,40,0
130771706023,1925,65,1720,100,0,40,0
130771706024,755,50,675,35,0,0,0
130771706031,765,40,615,100,0,10,0
130771706032,3425,185,2665,470,0,75,0
130771707001,1285,145,310,795,0,0,0
130771707002,1565,60,1180,325,0,0,0
130771707003,1490,55,300,1015,0,0,0
130771707004,715,0,335,355,0,0,25
130771707005,955,70,655,235,0,0,0
130771708011,1805,25,1695,0,0,0,0
130771708012,2205,15,1450,715,4,15,0
130771708021,1615,0,1565,35,15,4,0
130771708022,2355,65,1975,255,40,0,0
130790701001,980,4,855,120,0,0,0
130790701002,945,0,190,755,0,0,0
130790701003,630,0,220,400,0,0,0
130790702011,1555,175,1100,275,0,0,0
130790702012,825,0,705,100,0,0,0
130790702013,2390,20,2345,0,10,0,0
130790702021,1180,30,725,405,0,20,0
130790702022,1165,0,1030,135,0,0,0
130810101001,1415,0,1235,170,0,0,0
130810101002,1345,120,510,715,0,4,0
130810101003,435,0,135,285,0,0,0
130810102011,1230,0,1220,0,0,10,0
130810102012,825,15,625,175,0,0,0
130810102013,925,0,0,915,0,0,0
130810102014,665,0,10,640,0,0,0
130810102021,625,30,430,165,0,0,0
130810102022,1245,0,280,970,0,0,0
130810102023,405,0,0,405,0,0,0
130810103001,550,15,270,255,0,0,0
130810103002,1375,0,1285,80,0,0,0
130810103003,340,0,150,190,0,0,0
130810104001,880,4,815,60,0,0,0
130810104002,1020,0,670,350,0,0,0
130810104003,660,0,0,660,0,0,0
130810104004,1250,0,450,805,0,0,0
130810104005,480,0,380,70,0,0,25
130810105001,755,35,585,135,0,0,0
130810105002,480,0,345,135,0,0,0
130830401011,1650,0,1535,30,0,85,0
130830401012,1965,35,1875,15,0,25,0
130830401021,810,35,755,0,0,10,4
130830401022,1755,10,1745,0,0,0,0
130830402001,1675,0,1655,0,0,0,0
130830402002,1620,20,1435,20,0,0,0
130830403001,1280,0,1280,0,0,0,0
130830403002,2195,60,1995,30,0,40,0
130859701001,2045,20,2025,0,0,0,0
130859701002,3225,30,3055,90,0,40,0
130859701003,1480,0,1420,0,0,0,0
130859702011,2000,30,1685,45,0,70,0
130859702012,1630,75,1555,0,0,0,0
130859702013,1050,135,905,0,0,0,0
130859702014,1565,0,1560,4,0,0,0
130859702021,2645,70,2510,15,25,15,0
130859702022,1145,25,1125,0,0,0,0
130859702023,2490,125,2315,30,0,0,0
130879701001,410,20,315,70,0,0,0
130879701002,965,20,785,155,0,0,0
130879701003,1140,0,835,290,0,0,0
130879702001,1040,0,860,175,0,0,0
130879702002,1230,0,950,265,0,4,0
130879703001,1520,10,875,635,0,0,0
130879703002,1375,95,670,615,0,0,0
130879703003,850,0,235,600,0,20,0
130879703004,830,80,465,265,0,20,0
130879704001,615,0,405,205,0,0,0
130879704002,710,0,390,305,0,0,0
130879704003,1170,0,130,1040,0,0,0
130879704004,420,0,100,320,0,0,0
130879706001,710,0,205,505,0,0,0
130879706002,935,15,315,580,30,0,0
130879706003,1225,0,595,630,0,0,0
130879706004,1360,0,1245,115,0,0,0
130879707001,585,90,255,240,0,0,0
130879707002,795,10,645,130,0,0,0
130879708001,875,70,275,525,0,0,0
130879708002,880,65,180,630,0,0,0
130890201001,1410,50,1290,30,0,35,0
130890202001,510,4,470,20,0,4,0
130890202002,1035,10,735,125,0,140,0
130890203001,690,10,635,30,0,0,0
130890203002,715,10,645,50,0,0,0
130890203003,1750,45,1570,90,0,15,0
130890204001,1205,15,1090,25,0,45,0
130890204002,750,0,630,35,0,40,0
130890205001,1265,125,555,505,15,35,0
130890205002,1510,55,725,640,0,60,0
130890206001,615,50,160,355,0,10,0
130890206002,915,40,590,245,20,10,0
130890207001,1285,25,800,450,0,0,0
130890207002,740,4,425,275,0,25,0
130890208011,860,4,650,175,0,0,0
130890208012,995,4,680,285,0,15,0
130890208021,795,10,385,355,0,10,0
130890208022,1105,10,325,705,0,70,0
130890208023,455,15,375,45,0,0,0
130890208024,760,10,265,460,0,10,0
130890209001,1460,20,745,535,0,100,0
130890209002,1065,60,710,275,0,0,0
130890209003,1450,45,570,820,0,10,0
130890209004,1120,20,490,535,0,75,0
130890211011,2725,140,2170,210,0,195,0
130890211021,380,10,355,15,0,0,0
130890211022,2080,115,1735,185,0,30,0
130890211023,1325,165,775,225,0,40,0
130890211024,1635,50,1195,320,0,55,0
130890212021,2610,75,1780,630,0,120,0
130890212022,1665,0,1230,235,0,65,0
130890212023,1920,65,1570,135,25,120,0
130890212041,100,40,10,20,0,30,0
130890212042,130,70,0,65,0,0,0
130890212043,200,85,65,20,0,30,0
130890212081,2070,30,1465,195,0,225,0
130890212082,1120,25,950,115,10,0,0
130890212091,1280,50,1115,115,0,0,0
130890212092,1175,25,770,250,0,110,0
130890212093,2115,160,1190,305,0,420,0
130890212094,635,55,550,20,0,15,0
130890212101,1575,40,1405,25,0,90,0
130890212102,730,30,680,20,0,0,0
130890212103,1725,25,1465,4,0,235,0
130890212111,1260,80,1080,95,0,4,0
130890212112,1360,125,900,195,0,125,0
130890212113,1215,15,1125,0,0,65,0
130890212131,905,70,760,35,0,35,0
130890212132,1440,20,1315,0,0,65,0
130890212141,1300,30,1080,115,0,75,0
130890212142,2100,20,1925,0,0,155,0
130890212143,885,35,775,0,0,10,0
130890212151,1365,20,895,205,0,225,0
130890212152,630,0,490,0,0,140,0
130890212161,755,0,720,0,0,30,0
130890212162,2080,60,1560,350,0,90,0
130890212163,1640,50,775,530,0,220,0
130890212171,1770,85,1275,315,15,80,0
130890212181,1220,45,470,675,0,20,0
130890212182,2205,105,995,740,0,295,0
130890212183,1100,70,655,225,15,85,0
130890213011,260,40,215,4,0,0,0
130890213012,1990,210,705,755,25,190,0
130890213031,1225,290,460,70,30,375,0
130890213032,495,110,180,25,0,180,0
130890213033,470,140,15,230,0,85,0
130890213051,755,0,570,60,0,75,0
130890213052,1420,420,430,430,40,90,0
130890213061,1400,375,500,350,0,170,0
130890213062,380,0,295,30,0,55,0
130890213063,410,75,160,150,0,25,0
130890213071,660,85,490,30,0,55,0
130890213072,1355,140,560,125,85,400,0
130890213081,1040,85,605,260,0,70,0
130890213082,465,95,145,75,0,150,0
130890213083,765,210,310,125,0,90,0
130890214051,815,10,705,55,0,20,0
130890214052,1255,110,1015,70,0,60,0
130890214053,1260,25,1155,50,0,0,0
130890214091,1335,35,245,920,0,55,0
130890214092,165,80,75,15,0,0,0
130890214101,910,45,620,125,0,90,0
130890214102,320,195,75,25,0,0,0
130890214103,1100,35,810,185,15,20,0
130890214111,1755,65,1465,145,0,70,0
130890214112,905,30,695,135,0,35,10
130890214121,1035,40,850,70,0,75,0
130890214122,850,15,630,50,25,130,0
130890214123,735,0,685,0,0,35,0
130890214131,940,225,425,255,20,0,0
130890214132,175,45,65,65,0,0,0
130890214141,935,110,400,340,20,50,0
130890214142,1030,45,340,495,30,95,0
130890214151,910,15,770,50,30,35,0
130890214152,1130,50,905,95,0,60,0
130890214153,820,30,600,35,0,150,0
130890214161,605,115,300,100,0,55,0
130890214162,750,35,710,0,0,10,0
130890214171,1270,45,635,325,0,110,0
130890214172,760,130,275,230,0,125,0
130890214173,180,50,55,75,0,0,0
130890215021,1640,95,1040,330,0,55,0
130890215022,660,20,550,35,0,55,0
130890215023,1510,50,1160,215,0,50,0
130890215031,995,50,750,160,0,30,0
130890215032,1020,15,915,80,0,10,0
130890215033,425,45,175,130,0,55,0
130890215041,1195,30,995,45,0,95,0
130890215042,2040,35,1310,470,0,210,0
130890215043,950,35,735,15,0,145,0
130890216021,985,35,650,95,0,190,0
130890216022,2035,40,1875,25,0,70,25
130890216031,1135,65,925,125,0,0,0
130890216032,1130,55,710,185,0,150,0
130890216033,1505,115,920,335,0,75,10
130890216041,1490,15,1295,35,0,125,0
130890216042,910,10,840,35,0,15,0
130890216051,1020,115,755,90,0,25,0
130890216052,1040,0,860,95,0,80,0
130890216053,2465,50,920,1320,0,25,0
130890217031,1860,125,1450,195,15,55,0
130890217032,1685,10,1440,125,0,90,0
130890217041,1320,75,970,185,0,70,0
130890217042,935,60,445,345,0,85,0
130890217043,2005,80,1635,155,0,95,0
130890217051,1585,95,975,390,0,110,0
130890217052,830,4,505,0,10,290,0
130890217053,715,35,270,375,0,35,0
130890217061,450,15,435,0,0,0,0
130890217062,1245,40,505,530,0,110,0
130890217063,935,80,625,70,0,145,0
130890217064,1210,35,920,180,0,65,0
130890218051,1675,105,1050,520,0,0,0
130890218052,1700,55,860,765,0,0,0
130890218053,1935,110,580,760,0,425,0
130890218061,1325,70,265,905,0,0,0
130890218062,1395,80,795,465,0,30,0
130890218063,1785,140,695,755,0,65,0
130890218081,1110,125,820,105,0,40,0
130890218082,1880,185,950,545,0,175,0
130890218091,765,65,610,90,0,0,0
130890218092,1460,95,1070,160,0,110,0
130890218093,1205,80,950,95,0,80,0
130890218094,910,10,745,85,0,30,0
130890218095,1275,140,805,115,0,220,0
130890218101,1990,20,790,1085,0,100,0
130890218102,1385,110,1035,75,0,160,0
130890218103,1305,25,915,140,0,200,0
130890218121,570,55,395,95,0,15,4
130890218122,730,75,485,130,0,45,0
130890218131,1465,95,140,1120,0,70,0
130890218141,900,175,295,395,0,25,0
130890218142,725,75,410,145,0,85,0
130890218143,415,10,40,285,0,80,0
130890218144,940,45,245,600,0,55,0
130890219061,1390,35,190,1100,0,70,0
130890219062,780,10,125,620,0,25,0
130890219063,1600,105,320,1155,0,20,0
130890219071,3535,25,765,2645,20,35,0
130890219072,1845,35,375,1435,0,0,0
130890219073,1520,35,495,990,0,0,0
130890219081,805,0,95,555,25,95,0
130890219082,2145,55,235,1720,0,35,0
130890219091,1875,0,230,1630,0,0,0
130890219092,880,0,160,720,0,0,0
130890219093,600,30,20,510,0,0,0
130890219094,1430,4,390,1035,0,4,0
130890219101,1325,10,30,1105,0,175,0
130890219102,1170,35,400,600,0,135,0
130890219103,1780,15,320,1420,0,0,0
130890219111,170,0,0,170,0,0,0
130890219112,815,50,20,740,0,0,0
130890219121,1085,50,730,270,0,15,0
130890219122,1225,40,890,230,0,45,0
130890219123,630,0,310,220,30,70,0
130890219131,1340,0,160,1160,0,0,0
130890219132,1240,25,75,1125,0,0,0
130890219133,405,15,150,240,0,0,0
130890220011,1470,155,885,350,0,65,0
130890220012,2035,25,1490,415,25,20,0
130890220041,1440,0,255,935,0,220,0
130890220042,660,55,100,360,0,150,0
130890220043,1395,4,120,1045,0,205,0
130890220051,675,0,200,440,0,35,0
130890220052,715,0,60,615,0,10,0
130890220053,1220,4,145,1015,0,45,0
130890220071,720,15,170,515,0,10,0
130890220072,450,4,90,320,0,15,0
130890220081,675,0,230,430,0,15,0
130890220082,515,0,145,125,30,165,0
130890220083,730,4,100,600,0,25,0
130890220084,275,0,60,95,35,45,0
130890220091,525,0,25,365,30,100,0
130890220092,1345,35,100,1185,0,0,0
130890220093,615,15,60,490,0,30,0
130890220101,1120,15,385,525,30,155,0
130890221001,1120,25,225,700,0,160,0
130890221002,1330,75,345,875,0,10,0
130890222031,1695,40,950,515,0,180,0
130890222041,1695,75,600,470,0,550,0
130890222042,1370,0,495,630,0,0,0
130890222043,820,35,400,245,0,85,0
130890222044,490,0,470,20,0,0,0
130890223011,1070,50,915,25,0,85,0
130890223012,385,0,225,160,0,0,0
130890223013,865,40,810,20,0,0,0
130890223014,1135,0,925,55,0,95,0
130890223015,1045,95,630,160,45,115,0
130890223021,1410,0,1115,20,30,95,0
130890223022,745,0,460,115,20,135,0
130890223023,1445,10,1085,270,0,25,0
130890224011,1295,115,960,110,0,55,0
130890224012,705,15,565,70,0,55,0
130890224013,1105,50,1015,0,0,35,0
130890224021,1985,185,930,455,0,355,0
130890224022,3625,215,1930,880,0,445,0
130890224031,1000,20,895,20,15,35,0
130890224032,1305,4,1190,45,0,50,0
130890224033,780,10,645,60,0,70,0
130890225001,1305,70,550,605,0,80,0
130890225002,575,60,485,15,0,15,0
130890225003,1250,4,1080,80,0,45,0
130890225004,1470,25,1300,60,0,15,0
130890226001,1065,25,840,110,0,85,4
130890226002,1610,50,1065,425,0,60,0
130890226003,1590,75,1265,185,0,65,0
130890227001,1135,45,765,285,0,0,0
130890227002,850,25,595,220,0,0,0
130890227003,1325,20,950,320,0,30,0
130890228001,970,30,510,350,0,55,0
130890228002,1095,45,705,295,0,0,0
130890228003,840,30,710,50,30,0,0
130890229001,1385,85,1025,235,0,45,0
130890229002,130,0,85,45,0,0,0
130890229003,1510,4,835,600,0,40,0
130890230001,1565,40,1350,165,0,0,0
130890231011,725,10,160,550,0,10,0
130890231012,1235,10,315,895,0,15,0
130890231013,520,10,140,355,0,4,0
130890231014,1355,50,140,1150,0,0,0
130890231021,1405,4,740,615,0,45,0
130890231022,1110,0,120,985,0,4,0
130890231071,1540,120,485,850,0,30,0
130890231072,795,25,10,760,0,0,0
130890231073,1155,10,235,905,0,0,0
130890231081,1365,55,170,1130,0,0,0
130890231082,975,30,55,870,0,0,0
130890231083,1000,0,130,860,0,10,0
130890231111,1830,10,250,1510,0,4,0
130890231121,1280,60,45,1160,0,0,0
130890231122,1645,20,85,1465,0,4,0
130890231123,305,40,35,230,0,0,0
130890231131,760,25,395,270,0,40,0
130890231132,1210,0,310,820,0,10,0
130890231141,655,10,125,455,0,25,10
130890231142,1020,10,205,780,0,25,0
130890231151,2150,85,185,1745,0,0,0
130890232041,1885,35,130,1720,0,0,0
130890232042,1465,15,175,1265,0,10,0
130890232043,1850,65,355,1285,0,110,0
130890232061,2675,10,150,2500,0,15,0
130890232062,1780,0,350,1420,0,0,0
130890232063,1275,0,235,930,0,110,0
130890232081,2235,65,60,2030,0,80,0
130890232082,635,95,75,385,0,25,0
130890232083,2295,35,85,2170,0,0,0
130890232091,870,30,25,795,0,25,0
130890232092,1745,30,190,1500,0,0,0
130890232093,1325,0,45,1280,0,0,0
130890232101,1050,0,70,980,0,0,0
130890232102,575,0,0,575,0,0,0
130890232103,1665,0,65,1600,0,0,0
130890232104,980,10,4,965,0,0,0
130890232105,1440,0,160,1235,0,0,0
130890232111,1405,30,55,1280,0,4,0
130890232112,1115,0,10,1040,0,20,0
130890232121,1535,20,25,1435,0,4,0
130890232122,1530,90,70,1350,0,20,0
130890232131,720,0,40,675,0,0,0
130890232132,1610,4,25,1555,0,25,0
130890232133,2630,45,170,2260,35,65,0
130890232141,2170,15,75,2080,0,0,0
130890232142,2025,0,25,1985,0,15,0
130890233031,2710,45,215,2285,0,155,0
130890233032,395,10,20,365,0,0,0
130890233033,620,30,160,415,0,15,0
130890233034,1045,4,30,995,0,0,0
130890233061,1640,50,10,1580,0,0,0
130890233062,1790,4,190,1580,0,15,0
130890233063,2235,15,0,2205,0,15,0
130890233091,855,0,50,800,0,0,0
130890233092,1040,0,25,1015,0,0,0
130890233093,3560,70,15,3340,0,0,30
130890233094,1510,0,0,1510,0,0,0
130890233101,2090,4,30,2010,25,0,0
130890233102,3435,35,0,3375,0,20,0
130890233103,1580,65,60,1415,0,0,0
130890233104,715,15,40,555,0,0,0
130890233111,1840,4,125,1700,0,0,0
130890233112,1670,35,25,1565,0,4,0
130890233121,3240,55,345,2800,0,20,0
130890233122,2550,0,70,2350,0,0,0
130890233123,1835,30,0,1805,0,0,0
130890233131,1975,40,20,1870,0,35,0
130890233132,1865,10,30,1825,0,0,0
130890233141,1130,185,140,785,0,0,0
130890233142,2470,0,115,2305,0,0,0
130890233143,1220,50,35,1135,0,0,0
130890233151,2815,10,100,2710,0,0,0
130890233152,1410,0,300,975,55,85,0
130890233161,2285,0,150,2085,0,0,0
130890233162,2705,25,15,2665,0,0,0
130890233163,1445,25,10,1405,0,0,0
130890234101,1810,30,35,1695,0,0,0
130890234102,1450,0,10,1440,0,0,0
130890234111,1325,20,20,1260,0,25,0
130890234112,1925,0,65,1860,0,0,0
130890234121,1270,10,55,1205,0,0,0
130890234122,710,0,45,595,0,15,0
130890234123,2790,35,35,2600,0,55,0
130890234131,1855,15,90,1720,0,0,0
130890234132,1410,0,100,1310,0,0,0
130890234141,1710,0,75,1615,0,20,0
130890234142,1215,0,4,1210,0,0,0
130890234143,2845,285,40,2410,0,95,0
130890234161,1740,0,75,1635,0,0,20
130890234162,1430,25,85,1285,0,0,0
130890234163,900,25,4,860,0,0,0
130890234164,1195,25,35,1130,0,0,0
130890234181,4300,45,425,3830,0,0,0
130890234182,2850,0,125,2690,0,0,0
130890234183,2770,4,240,2480,0,50,0
130890234184,1805,0,65,1740,0,0,0
130890234191,4565,80,110,4215,0,4,0
130890234192,1660,185,4,1475,0,0,0
130890234193,1695,0,65,1635,0,0,0
130890234211,2285,20,65,2165,0,30,0
130890234212,925,10,0,915,0,0,0
130890234213,2770,30,4,2695,0,0,0
130890234221,1325,20,10,1275,0,0,0
130890234222,3090,45,95,2935,0,0,0
130890234231,1905,35,80,1745,0,0,0
130890234232,1875,80,10,1695,0,0,0
130890234233,2060,220,90,1750,0,0,0
130890234241,2755,4,75,2655,0,0,0
130890234242,1145,35,55,1045,0,0,0
130890234251,2190,0,60,2130,0,0,0
130890234252,2575,90,115,2340,0,0,0
130890234261,2280,65,20,2005,0,0,0
130890234262,1270,0,15,1255,0,0,0
130890234271,1545,25,10,1500,0,15,0
130890234272,525,0,75,385,0,0,0
130890234281,570,10,0,555,0,0,0
130890234282,2025,40,60,1845,0,45,0
130890234283,3060,35,50,2980,0,0,0
130890234284,1250,20,4,1210,0,0,0
130890235011,985,0,45,920,0,0,0
130890235012,1735,15,95,1630,0,0,0
130890235041,760,4,75,680,0,0,0
130890235042,735,0,70,645,0,0,0
130890235043,860,10,60,790,0,0,0
130890235051,1185,0,55,1125,0,0,0
130890235052,1630,4,95,1535,0,0,0
130890235061,1155,0,125,1030,0,0,0
130890235062,1965,0,160,1795,0,0,0
130890235063,1890,0,105,1745,0,0,0
130890235071,1050,20,0,985,40,0,0
130890235072,1100,4,15,1075,0,0,0
130890235073,1100,55,4,1035,0,0,0
130890236011,1055,10,445,590,0,15,0
130890236012,825,0,245,555,20,4,0
130890236013,600,0,190,395,0,4,0
130890236021,865,10,65,775,0,0,0
130890236022,1035,4,135,850,0,0,0
130890236031,1310,0,195,1105,0,0,0
130890236032,1515,0,120,1355,0,0,0
130890237001,1355,4,160,1100,0,0,4
130890237002,1015,20,380,605,0,10,0
130890237003,945,10,120,810,0,0,0
130890237004,985,0,170,775,0,10,0
130890238011,800,55,200,540,0,0,0
130890238012,1560,0,545,885,85,4,0
130890238013,1110,45,415,625,0,0,0
130890238021,1345,10,165,1170,0,0,0
130890238022,2210,60,750,1295,80,0,0
130890238031,1005,30,180,790,0,0,0
130890238032,1045,15,60,940,0,10,0
130890238033,1785,15,545,1210,0,0,0
130890238034,1250,15,210,915,0,55,0
130899800001,0,0,0,0,0,0,0
130919601001,2440,50,1045,1345,0,0,0
130919601002,730,0,615,110,0,0,0
130919602001,1825,115,1395,285,0,0,0
130919602002,565,0,420,110,4,0,0
130919602003,435,20,280,135,0,0,0
130919603001,1005,0,960,45,0,0,0
130919603002,1055,25,630,365,0,35,0
130919603003,765,45,490,120,0,0,0
130919603004,675,20,445,210,0,0,0
130919603005,1195,0,520,660,0,0,0
130919604001,730,4,675,45,0,4,0
130919604002,1175,20,845,280,0,0,0
130919604003,830,0,270,560,0,0,0
130919605001,735,4,600,100,0,0,0
130919605002,755,0,700,55,0,0,0
130919606001,945,20,735,195,0,0,0
130919606002,635,0,440,185,0,0,0
130939701001,2700,135,1190,1360,0,0,0
130939701002,905,30,255,620,0,0,0
130939701003,680,4,440,230,0,4,0
130939702001,525,4,315,185,4,0,0
130939702002,940,55,410,470,0,0,0
130939703001,1550,0,1080,460,0,0,0
130939703002,1145,15,175,955,0,0,0
130939703003,1745,0,1080,660,0,0,0
130939703004,745,25,165,550,0,0,0
130950001001,435,0,30,405,0,0,0
130950001002,240,0,10,225,0,0,0
130950001003,425,0,15,410,0,0,0
130950001004,1500,0,155,1270,10,0,0
130950001005,1015,20,260,735,0,0,0
130950002001,490,0,0,490,0,0,0
130950002002,205,0,0,205,0,0,0
130950002003,795,0,65,730,0,0,0
130950002004,405,0,10,390,0,0,0
130950004001,915,20,355,475,0,65,0
130950004002,1155,0,570,560,20,0,0
130950004003,2420,40,800,1505,15,60,0
130950005011,2570,0,685,1880,0,0,0
130950005012,1240,20,735,485,0,0,0
130950005021,1140,60,745,220,0,115,0
130950005022,920,0,620,275,0,25,0
130950005023,380,0,290,90,0,0,0
130950005024,690,0,575,110,0,10,0
130950006001,1155,15,445,700,0,0,0
130950006002,1365,10,650,655,0,0,0
130950007001,1260,60,545,540,0,20,0
130950008001,405,0,45,350,0,0,0
130950008002,490,40,70,350,0,30,0
130950009001,830,70,225,520,4,0,0
130950009002,725,10,260,430,25,0,0
130950010001,410,0,65,335,0,0,4
130950010002,1445,20,145,1260,10,0,0
130950011001,585,0,4,580,0,0,0
130950011002,785,0,70,710,0,0,0
130950011003,580,0,60,520,0,0,0
130950011004,550,0,0,550,0,0,0
130950011005,1605,0,210,1390,0,0,0
130950014031,760,15,15,725,4,0,0
130950014032,1015,0,15,1000,0,0,0
130950015001,490,0,4,490,0,0,0
130950015002,800,0,40,750,0,0,0
130950015003,480,4,0,475,0,0,0
130950103021,525,0,0,525,0,0,0
130950103022,850,0,0,850,0,0,0
130950103023,1660,10,285,1365,0,0,0
130950103024,390,0,0,370,25,0,0
130950103025,1120,30,165,920,0,0,0
130950104011,2105,0,1150,935,0,0,0
130950104012,1960,0,970,920,0,75,0
130950104013,1555,0,840,665,0,35,0
130950104021,2280,45,425,1790,0,0,0
130950104031,1165,15,600,530,0,0,0
130950105001,1105,35,230,805,0,0,0
130950105002,550,4,320,225,0,0,0
130950106011,645,0,4,625,0,0,0
130950106012,745,0,15,725,0,0,0
130950106021,1130,0,340,790,0,0,0
130950106022,1400,0,15,1370,0,0,0
130950107001,1350,0,150,1205,0,0,0
130950107002,610,0,50,555,0,0,0
130950107003,2285,65,170,2035,10,0,0
130950109001,675,20,90,545,0,0,0
130950109002,380,0,185,190,0,0,0
