geoid,total,hispanic,white,black,indian,asian,pacific
040134226321,1985,380,1545,0,50,0,0
040134226322,1025,15,965,4,25,10,0
040134226331,2230,450,1695,15,0,35,0
040134226341,2175,380,1765,10,25,0,0
040134226342,1420,350,1025,25,0,10,0
040134226351,1475,125,1335,0,15,0,0
040134226361,1635,185,1155,110,130,45,0
040134226362,505,95,280,15,0,30,0
040134226371,1090,115,840,55,75,0,0
040134226372,1440,245,1170,4,0,15,0
040134226381,2010,395,1490,105,0,10,0
040134226382,890,165,680,30,0,4,0
040134226391,865,0,845,0,15,0,0
040134226392,2140,15,2125,0,0,0,0
040134226393,435,30,360,15,0,15,0
040134226401,530,70,385,20,4,25,10
040134226402,1215,100,1010,25,55,30,0
040134226403,840,130,670,0,10,0,0
040134226404,800,0,800,0,0,0,0
040134226411,2250,175,1755,10,85,145,15
040134226412,860,155,660,15,4,0,0
040134226413,2160,355,1665,70,0,45,0
040134226421,2135,190,1785,85,0,35,0
040134226422,870,275,505,25,0,15,0
040134226423,1100,120,890,0,0,20,0
040134226431,1735,365,1285,0,0,45,10
040134226432,2290,295,1795,75,10,65,0
040134226441,3065,480,2045,50,20,455,10
040134226442,2300,25,2225,15,0,15,0
040134226443,1880,210,1555,0,20,75,0
040134226461,4460,585,3315,195,0,230,0
040134226462,925,305,555,50,0,20,0
040134226463,915,80,805,0,0,0,0
040134226464,2015,175,1545,195,0,100,0
040135228001,825,135,495,45,25,20,10
040135229011,1325,215,920,140,10,25,0
040135229012,2005,425,1085,80,40,350,0
040135229031,1120,440,605,55,4,4,0
040135229032,600,365,235,0,0,0,0
040135229033,805,405,325,75,0,0,0
040135229041,845,525,180,60,80,0,0
040135229042,1140,240,560,90,0,190,0
040135229043,725,375,240,65,0,0,0
040135230021,775,300,440,35,0,0,0
040135230022,1275,425,610,165,0,55,0
040135230023,830,285,485,40,4,15,0
040135230024,460,225,235,0,0,0,0
040135230031,1420,385,940,0,0,95,0
040135230032,415,70,290,45,0,10,0
040135230033,1040,215,775,30,0,0,0
040135230034,1700,495,820,20,30,260,0
040135230051,1745,175,1350,40,20,45,0
040135230052,965,185,695,25,45,15,0
040135230053,845,290,490,15,30,20,0
040135230061,825,175,645,0,0,0,0
040135230062,830,105,575,30,4,50,0
040135230063,715,85,550,20,0,45,0
040135230064,1260,325,700,155,0,20,0
040135231021,510,130,200,125,10,20,0
040135231022,1710,795,395,310,80,55,0
040135231023,860,155,595,40,0,20,0
040135231031,940,25,640,95,25,10,100
040135231032,640,80,445,0,0,115,0
040135231033,1100,275,515,115,90,50,10
040135231034,1290,205,840,165,10,15,0
040135231041,1260,110,1000,95,35,0,0
040135231042,1010,700,215,15,10,25,0
040135231043,185,75,65,45,0,0,0
040135231044,1210,355,715,45,30,15,0
040136100001,1515,0,1455,4,0,0,0
040136100002,2085,400,1100,205,205,100,10
040136100003,1150,70,935,35,0,70,0
040136100004,1210,210,955,0,0,25,0
040136101001,480,50,380,15,0,40,0
040136102001,395,0,380,20,0,0,0
040136102002,2070,10,2020,30,0,10,0
040136102003,1375,30,1295,15,0,40,0
040136102004,2215,60,2115,20,0,0,0
040136103001,4265,270,3690,150,0,150,0
040136103002,2430,290,1945,65,85,20,15
040136104001,890,85,730,0,20,30,10
040136104002,500,125,360,0,15,0,0
040136104003,680,35,595,35,0,0,0
040136104004,1615,85,1395,20,20,20,0
040136105001,1245,60,1140,0,0,40,0
040136105002,1420,25,1275,0,0,100,0
040136105003,2575,215,2300,0,0,55,0
040136105004,960,0,960,0,0,0,0
040136106001,250,0,250,0,0,0,0
040136106002,620,30,565,25,0,0,0
040136106003,2465,240,1880,140,20,145,0
040136106004,945,170,770,0,0,0,0
040136107001,2315,125,2190,0,0,0,0
040136107002,610,75,510,0,25,0,0
040136107003,2200,85,2120,0,0,0,0
040136107004,735,85,635,15,0,0,0
040136108001,3600,410,2920,90,4,135,40
040136109001,1790,235,1450,0,25,30,0
040136109002,4670,450,3610,120,65,335,0
040136109003,915,55,785,25,10,20,0
040136110001,1945,225,1475,45,10,150,0
040136111001,1170,160,755,130,25,40,0
040136111002,1220,75,980,95,0,70,0
040136112001,1820,160,1395,25,25,190,0
040136112002,1855,180,1455,60,15,40,0
040136112003,565,60,485,4,4,15,0
040136113001,2755,215,2145,160,0,150,0
040136113002,1835,195,1465,105,15,0,0
040136114001,1865,30,1600,0,0,190,0
040136114002,1085,65,1015,0,0,0,0
040136114003,1510,125,1190,75,0,120,0
040136115001,1095,130,945,20,4,0,0
040136115002,2040,135,1595,20,15,255,0
040136115003,1710,240,1175,20,0,260,0
040136116001,970,30,895,0,0,35,0
040136116002,1185,135,970,0,10,70,0
040136117001,1475,100,1205,40,0,125,0
040136117002,935,95,790,15,0,40,0
040136117003,1495,355,1120,0,0,20,0
040136117004,1270,220,1005,0,0,40,0
040136118001,1825,190,1495,45,0,40,0
040136118002,1425,210,1215,0,0,0,0
040136118003,775,200,575,0,0,0,0
040136118004,1160,70,915,15,0,65,0
040136119001,1015,50,870,35,4,50,0
040136119002,1000,105,735,10,20,95,0
040136120001,2430,160,1945,40,0,160,0
040136122001,4110,265,3355,160,0,310,0
040136123001,2220,310,1570,75,70,120,0
040136123002,1415,105,1015,20,0,265,0
040136123003,720,0,700,0,0,0,0
040136123004,880,105,710,20,0,45,0
040136124001,2235,430,1810,0,0,0,0
040136124002,1330,255,940,0,0,80,0
040136124003,1845,40,1730,0,0,55,0
040136125001,1090,15,1005,0,0,55,0
040136125002,1265,40,1230,0,0,0,0
040136125003,830,25,770,20,0,0,0
040136126001,790,25,735,0,10,20,0
040136126002,1075,35,950,10,0,40,0
040136127001,905,15,860,20,0,10,0
040136127002,890,15,800,0,0,75,0
040136128001,1710,120,1540,15,15,15,4
040136129001,745,50,660,0,0,35,0
040136129002,1265,100,1110,4,0,4,0
040136130001,2365,125,2095,55,0,45,0
040136130002,1820,105,1680,4,4,30,0
040136131001,510,0,510,0,0,0,0
040136131002,1300,70,1180,0,0,35,0
040136131003,935,110,760,0,0,40,0
040136132001,885,15,830,0,0,30,0
040136132002,1140,70,965,35,0,70,0
040136132003,1020,55,915,0,0,45,0
040136133001,1895,35,1705,20,0,120,0
040136133002,785,0,685,0,0,105,0
040136133003,780,0,780,0,0,0,0
040136133004,1320,65,1145,15,0,50,0
040136133005,675,35,600,0,0,20,0
040136134001,1475,130,1255,40,10,15,0
040136134002,1450,150,1235,30,4,15,0
040136135001,1955,150,1680,10,4,10,55
040136135002,1340,40,1180,30,0,35,40
040136136001,2640,310,1955,15,30,265,0
040136136002,810,115,655,15,4,10,0
040136136003,780,35,725,10,0,10,0
040136137001,1055,190,780,30,0,55,0
040136137002,890,35,840,4,0,10,0
040136137003,1145,110,970,0,0,60,4
040136138001,1615,100,1445,0,30,10,0
040136138002,1500,105,1320,30,0,25,0
040136139001,1615,165,1365,0,0,50,0
040136139002,1420,35,1220,80,0,15,0
040136139003,1380,170,1105,0,0,110,0
040136140001,1000,100,830,30,0,35,0
040136140002,1200,185,960,50,0,4,0
040136140003,1120,85,940,0,0,75,0
040136141001,1405,100,1155,70,0,60,15
040136141002,1000,220,715,20,4,45,0
040136141003,625,45,555,0,0,20,0
040136141004,1480,110,1140,55,0,120,0
040136142001,910,130,675,20,0,70,0
040136142002,1790,275,1355,25,30,85,0
040136142003,1080,70,915,0,0,55,0
040136143001,780,95,555,65,4,65,0
040136143002,1060,35,765,0,4,210,0
040136143003,885,35,815,10,0,10,0
040136144001,875,110,750,15,0,0,0
040136144002,1005,150,740,25,10,80,0
040136144003,1010,185,795,20,0,15,0
040136145001,720,265,370,0,70,10,0
040136145002,1075,75,910,10,0,30,0
040136145003,120,90,30,0,0,0,0
040136145004,955,70,815,0,0,65,0
040136146001,945,160,695,0,35,55,0
040136146002,1090,135,930,0,0,25,0
040136146003,665,160,505,0,4,0,0
040136146004,430,90,280,45,0,0,0
040136146005,885,45,745,65,30,0,0
040136146006,550,45,370,115,0,0,0
040136147001,250,20,235,0,0,0,0
040136147002,875,140,575,75,0,0,0
040136147003,1080,120,830,120,0,0,0
040136148001,955,230,690,0,0,40,0
040136148002,1090,90,1000,4,0,0,0
040136148003,840,65,695,10,25,10,0
040136149001,1120,135,790,90,10,10,0
040136149002,995,15,915,0,0,45,0
040136149003,955,120,560,165,50,50,0
040136150001,2180,105,1890,20,0,160,0
040136150002,2825,125,2325,75,0,285,0
040136150003,1160,160,955,15,0,35,0
040136151001,1215,95,950,80,0,10,10
040136151002,1805,20,1525,70,0,130,0
040136152001,3120,250,2530,195,20,35,0
040136152002,2655,80,2520,0,40,0,0
040136152003,745,30,575,0,0,100,0
040136153001,1680,215,1440,0,0,0,0
040136154001,830,25,805,0,0,0,0
040136154002,1985,70,1915,0,0,0,0
040136155001,1135,45,1075,0,0,15,0
040136155002,595,10,585,0,0,0,0
040136155003,750,15,720,15,0,0,0
040136156001,630,20,610,0,0,0,0
040136156002,940,70,865,4,4,0,0
040136156003,1105,30,1075,0,0,0,0
040136157001,1135,125,965,25,0,10,0
040136157002,1360,165,1100,0,0,85,0
040136158001,905,140,675,20,0,45,10
040136158002,1815,100,1565,10,0,65,0
040136158003,1090,75,960,10,10,35,0
040136159001,1025,90,870,20,0,0,0
040136159002,1135,40,805,60,85,60,0
040136159003,1200,80,915,45,0,145,0
040136160001,930,110,730,15,0,65,0
040136160002,795,65,555,35,20,100,10
040136161001,810,85,670,25,0,30,0
040136161002,1220,145,1010,25,15,10,0
040136161003,875,175,570,95,0,0,0
040136162001,1550,385,1100,25,0,0,0
040136162002,1160,230,875,0,0,0,0
040136163001,1740,210,1395,35,4,70,0
040136164001,1185,90,985,35,15,35,0
040136164002,810,95,695,0,25,0,0
040136164003,385,0,360,0,0,25,0
040136164004,1050,80,955,0,0,15,0
040136164005,380,0,285,25,0,70,0
040136165001,760,40,645,10,0,0,30
040136165002,620,90,415,50,30,25,0
040136165003,1295,250,935,45,20,0,0
040136166001,1445,570,755,15,20,25,30
040136166002,870,105,660,0,10,40,0
040136166003,955,25,910,0,0,0,0
040136166004,1105,255,785,45,0,0,0
040136167001,1960,245,1655,40,4,0,0
040136167002,1000,85,855,20,30,15,0
040136167003,1135,80,1010,0,0,45,0
040136168001,1145,145,955,0,20,25,0
040136168002,910,185,615,0,0,70,40
040136168003,1030,200,790,40,0,0,0
040136168004,920,85,770,0,0,0,0
040136169001,950,50,885,0,0,20,0
040136169002,1095,115,900,20,0,0,30
040136169003,1265,240,875,90,45,0,0
040136170001,775,250,510,0,15,0,0
040136170002,1195,250,905,15,0,0,0
040136170003,900,0,725,145,0,20,0
040136170004,795,60,725,0,0,10,0
040136170005,745,75,625,20,0,0,0
040136171001,1050,65,880,30,0,20,0
040136171002,730,35,585,25,0,40,0
040136172001,860,90,735,15,0,0,0
040136172002,1110,65,805,10,0,225,0
040136173001,950,65,790,0,0,20,0
040136173002,645,105,515,0,0,30,0
040136173003,530,40,470,15,0,0,0
040136174001,1155,0,1155,0,0,0,0
040136174002,945,95,855,0,0,0,0
040136174003,1550,365,1125,0,15,0,0
040136174004,750,40,710,0,0,0,0
040136174005,1575,20,1510,25,0,15,0
040136175001,525,10,490,20,0,0,0
040136175002,1260,40,1210,0,0,10,0
040136175003,695,0,695,0,0,0,0
040136175004,935,75,810,35,0,0,0
040136176001,1475,115,1275,25,0,20,15
040136176002,1160,155,995,10,0,0,0
040136176003,885,360,495,15,0,0,0
040136176004,750,4,670,25,0,55,0
040136177001,1265,65,1010,85,0,95,0
040136177002,675,80,580,0,4,10,0
040136177003,500,105,370,0,0,20,0
040136178001,440,25,360,15,0,15,0
040136178002,1440,165,1230,4,20,30,0
040136179001,1495,185,1175,15,4,115,0
040136179002,770,50,720,0,0,0,0
040136180001,1515,110,1105,55,0,205,0
040136180002,1190,245,930,15,0,0,0
040136180003,805,95,670,0,0,0,0
040136181001,1535,195,1230,0,50,0,0
040136181002,710,70,545,15,0,80,0
040136181003,1130,55,935,75,20,0,10
040136182001,1220,230,915,0,15,10,0
040136182002,1660,255,1130,140,4,15,0
040136183001,1135,90,1030,4,0,0,0
040136183002,1280,225,1000,0,45,0,0
040136184001,1180,100,975,0,35,15,0
040136184002,1460,215,1175,0,20,10,0
040136185001,1605,285,1220,20,10,20,0
040136185002,860,160,660,40,0,0,0
040136185003,705,135,390,155,25,0,0
040136186001,1410,530,855,0,0,0,0
040136186002,945,320,510,20,45,30,0
040136186003,1190,135,1010,0,4,10,0
040136187001,1055,360,630,15,20,20,0
040136187002,875,210,625,0,4,4,0
040136188001,405,100,235,40,0,25,0
040136188002,1100,350,605,15,20,25,0
040136188003,1070,325,620,110,0,0,0
040136188004,690,130,540,0,0,0,0
040136189001,1405,70,1070,15,0,215,0
040136189002,1250,270,950,0,0,15,0
040136189003,685,250,435,0,0,0,0
040136189004,745,30,720,0,0,0,0
040136189005,1160,145,745,230,0,0,0
040136190001,735,45,610,10,0,35,0
040136190002,985,120,810,0,0,55,0
040136190003,755,150,565,10,10,15,0
040136191001,1155,355,610,160,25,0,0
040136191002,980,150,635,35,135,20,0
040136192001,535,20,335,70,60,0,10
040136192002,770,315,350,0,0,60,0
040136192003,2460,885,1315,110,20,10,0
040136193001,1190,50,1095,15,15,10,0
040136193002,505,220,265,0,0,0,0
040136193003,1240,200,910,25,0,65,0
040136194001,1635,195,1140,100,0,135,0
040136194002,1505,560,785,60,15,35,0
040136194003,830,95,500,110,65,35,0
040136195001,1140,40,990,20,0,30,0
040136195002,1535,130,1245,75,0,0,0
040136195003,1915,235,1490,0,0,135,0
040136196001,1345,115,1140,10,10,45,0
040136197001,1125,70,975,25,0,15,0
040136197002,830,35,705,25,0,0,50
040136197003,940,320,585,0,0,0,0
040136198001,1365,90,1065,45,0,50,0
040136198002,555,25,530,0,0,0,0
040136198003,1025,140,810,20,0,50,0
040136199001,795,65,650,0,0,75,0
040136199002,660,0,580,30,0,55,0
040136199003,1180,160,995,0,0,20,0
040136199004,1080,15,730,0,0,115,0
040137233031,35,15,20,0,0,0,0
040137233041,2105,300,1660,100,10,0,0
040137233042,1800,520,1240,0,15,0,0
040137233051,965,500,350,40,75,0,0
040137233052,425,90,100,20,195,0,15
040137233061,6065,2120,2730,670,320,0,55
040137233071,1440,180,1040,100,10,65,0
040137233081,2180,300,1415,365,0,30,0
040137233082,1950,110,1645,150,0,15,0
040137233083,2765,475,2145,50,0,45,0
040138100001,2130,195,1460,100,195,135,4
040138101001,1455,150,1235,0,0,75,0
040138101002,1180,55,935,20,0,170,0
040138101003,1255,120,950,35,0,135,0
040138101004,1305,215,975,0,15,100,0
040138102001,1775,180,1010,180,215,85,0
040138102002,695,65,580,4,20,25,0
040138103001,1495,125,1085,40,45,165,0
040138103002,840,220,525,20,55,20,0
040138103003,2060,220,1550,0,50,215,0
040138104001,535,20,330,15,0,165,0
040138104002,590,85,445,45,0,0,0
040138104003,680,140,465,15,0,25,10
040138104004,1710,205,1070,185,35,115,0
040138105001,1450,175,1190,20,0,35,0
040138105002,655,255,380,0,0,20,0
040138105003,955,155,750,25,0,30,0
040138106001,1035,0,985,10,35,0,0
040138106002,910,165,740,4,0,0,0
040138106003,1360,115,995,95,30,85,40
040138106004,975,105,760,35,20,55,0
040138107001,885,90,685,95,0,15,0
040138107002,1420,195,975,110,35,75,0
040138107003,1435,460,795,115,70,0,0
040138107004,1015,120,715,40,0,115,0
040138108001,1700,400,950,20,0,300,0
040138108002,1330,185,945,10,10,145,0
040138109001,810,100,565,70,0,65,0
040138109002,1180,70,930,4,60,90,0
040138109003,1215,200,730,280,0,0,0
040138109004,1415,410,955,4,0,25,0
040138110001,1035,160,750,15,25,70,0
040138110002,975,105,800,0,0,55,0
040138111001,2210,645,1305,120,80,25,0
040138112001,2100,295,1325,285,0,160,0
040138113001,1010,200,685,15,20,80,0
040138113002,1095,115,820,25,30,100,0
040138114001,530,20,485,15,0,0,0
040138114002,1195,170,680,25,70,240,0
040138114003,1105,230,695,120,4,20,0
040138114004,800,145,545,35,0,40,0
040138115001,1660,215,1095,155,0,180,0
040138116001,1560,280,895,160,0,180,0
040138116002,955,135,655,85,30,30,0
040138116003,655,170,450,20,0,20,0
040138117001,970,125,650,155,0,30,0
040138117002,1080,270,675,40,90,10,0
040138117003,1250,240,905,0,50,10,0
040138118001,510,20,405,35,0,35,0
040138118002,915,50,640,30,4,190,0
040138119001,745,0,400,225,0,125,0
040138119002,995,155,655,25,0,120,0
040138119003,740,45,635,0,0,25,30
040138119004,1890,500,1210,170,10,0,0
040138120001,1330,315,895,25,0,80,0
040138120002,1625,225,1090,150,40,75,0
040138121001,1970,475,955,295,4,140,0
040138121002,1335,250,815,225,0,45,0
040138121003,1230,60,1130,0,15,30,0
040138122001,1690,110,1235,50,0,250,0
040138122002,1575,480,960,60,0,75,0
040138122003,765,125,480,0,0,130,10
040138122004,775,50,615,0,4,70,0
040138123001,920,150,690,0,0,65,0
040138123002,1300,230,695,60,0,260,0
040138123003,740,190,415,10,0,125,0
040138124001,250,0,150,100,0,0,0
040138124002,2885,485,1925,80,4,325,0
040138125001,1375,235,780,120,4,185,0
040138126001,1810,95,1335,290,0,50,0
040138126002,1005,155,830,0,0,10,0
040138126003,940,35,745,70,0,70,0
040138127001,2025,275,1125,160,50,360,0
040138127002,1275,420,695,0,0,125,0
040138127003,870,45,750,0,0,75,0
040138128001,2875,290,2020,160,4,375,0
040138128002,1445,155,915,50,0,300,0
040138129001,2055,310,1500,40,0,155,0
040138130001,2040,110,1835,40,4,40,0
040138130002,1560,75,855,30,10,560,0
040138131001,1955,160,1335,90,50,280,4
040138132001,1035,35,830,0,85,85,0
040138132002,1490,210,1090,50,0,110,0
040138133001,1610,90,1285,40,0,160,0
040138133002,1990,155,1495,15,4,245,0
040138134001,800,130,555,0,0,75,0
040138134002,1605,85,1270,60,0,170,0
040138135001,1250,95,915,55,0,165,0
040138135002,970,250,630,25,0,50,0
040138136001,2715,290,2105,35,4,240,20
040138137001,1010,10,965,15,0,0,0
040138137002,1395,20,1350,25,0,0,0
040138138001,860,40,815,4,0,0,0
040138138002,955,0,915,15,10,15,0
040138138003,650,10,640,0,0,0,0
040138139001,1250,125,1015,30,10,45,0
040138139002,1335,125,1015,100,0,35,0
040138139003,1170,130,725,80,205,20,0
040138140001,1105,75,880,100,0,45,0
040138140002,705,15,670,10,0,10,0
040138140003,445,4,440,0,0,0,0
040138141001,1525,210,1040,145,10,65,0
040138141002,1090,90,880,40,15,45,0
040138141003,855,70,645,75,0,50,0
040138142001,970,125,700,35,0,90,0
040138142002,1130,185,825,20,4,75,0
040138143001,1680,320,1105,50,0,115,20
040138143002,1115,100,830,0,0,165,0
040138144001,1660,180,1240,125,0,100,0
040138144002,1670,365,1145,35,0,60,0
040138145001,1005,155,720,85,0,40,0
040138145002,670,60,460,0,25,125,0
040138145003,1110,325,745,10,0,10,0
040138145004,825,105,595,85,0,25,0
040138146001,1595,190,1350,0,0,45,0
040138146002,1485,300,995,45,50,55,0
040138146003,470,200,270,0,0,0,0
040138147001,1585,285,1230,50,0,15,0
040138147002,1075,125,865,15,0,70,0
040138148001,2370,570,1545,95,30,75,0
040138148002,3745,670,2505,355,0,150,0
040138149001,1345,215,1015,75,0,25,0
040138149002,645,20,605,0,0,15,0
040138150001,605,60,525,0,0,10,0
040138150002,1475,215,1185,10,0,50,0
040138150003,475,40,370,20,0,15,0
040138151001,1330,405,755,60,0,65,0
040138151002,2110,350,1205,335,25,95,10
040138152001,5540,820,3995,170,45,390,40
040138152002,1725,345,1185,140,0,35,0
040138153001,1585,160,1205,45,0,120,0
040138153002,855,140,630,25,0,30,0
040138154001,2165,170,1960,25,0,15,0
040138154002,2010,275,1495,80,30,105,0
040138154003,2060,515,1195,35,0,230,0
040138155001,2625,140,2130,85,55,100,95
040138155002,1560,400,1065,0,0,0,0
040138155003,935,155,660,50,0,70,0
040138156001,1465,200,1110,40,35,60,10
040138156002,2470,110,2140,160,4,0,0
040138157001,1745,410,1185,30,0,105,0
040138157002,1695,445,1165,25,15,25,15
040138158001,3295,405,2480,270,0,70,0
040138158002,680,145,405,30,0,90,0
040138159001,3620,785,2130,195,0,445,20
040138159002,2965,195,2285,20,4,375,0
040138160001,6445,850,4845,300,25,410,0
040138160002,2400,530,1610,175,0,85,0
040138160003,2395,265,1730,90,0,315,0
040138161001,1040,20,1010,10,0,0,0
040138161002,1135,250,670,155,10,4,10
040138161003,1940,180,1305,180,15,180,0
040138162001,425,100,265,0,0,55,0
040138162002,1820,265,1395,140,0,25,0
040138163001,385,10,365,0,0,15,0
040138163002,3280,260,2630,165,10,95,0
040138163003,1485,15,1415,20,4,30,0
040138164001,1600,135,1340,0,0,110,0
040138164002,1165,220,905,0,0,0,0
040138164003,2620,525,1775,100,0,185,0
040138165001,1380,90,1200,45,0,25,0
040138165002,1405,115,1250,25,0,15,0
040138166001,3070,375,2175,25,10,450,0
040138167001,1180,205,900,15,4,25,10
040138168001,2275,240,1870,35,0,55,0
040138168002,1740,155,1430,90,0,15,0
040138169001,2750,630,1910,175,0,35,0
040138169002,2800,245,2455,20,40,0,10
040138170001,1430,385,985,15,0,40,0
040138170002,1045,55,835,15,0,75,0
040138171001,695,15,620,20,0,25,0
040138171002,1565,100,1380,0,0,30,0
040138171003,2715,550,1940,175,40,0,0
040138171004,1840,365,1190,45,0,105,0
040138172001,2670,655,1795,180,0,0,10
040138172002,645,85,530,20,10,0,0
040138172003,1030,40,980,0,10,0,0
040138172004,555,55,480,0,0,20,0
040138173001,2010,80,1900,0,0,30,0
040138173002,1705,40,1645,20,0,0,0
040138173003,1720,85,1635,0,0,0,0
040138174001,1440,35,1385,0,20,0,0
040138174002,1295,10,1230,4,40,10,0
040138175001,1300,55,1210,35,0,0,0
040138175002,1575,0,1475,15,0,20,0
040138176001,1825,335,1355,50,45,0,0
040139407001,95,0,10,0,80,4,0
040139410001,2060,235,10,50,1705,25,10
040139410002,15,4,10,0,0,0,0
040139411001,10,0,0,0,0,10,0
040139412001,755,125,25,4,580,0,0
040139413001,1255,155,0,20,1000,25,15
040139413002,670,95,0,0,545,0,10
040139413003,1785,160,1355,0,270,0,0
040139413004,1975,160,55,0,1735,0,0
040139801001,0,0,0,0,0,0,0
040139804001,10,0,10,0,4,0,0
040139805001,0,0,0,0,0,0,0
040139806001,2800,290,2160,280,0,30,40
040139807001,0,0,0,0,0,0,0
040159404001,970,65,20,4,885,0,0
040159405011,230,25,195,0,0,0,0
040159405012,510,40,445,10,10,4,0
040159405013,1400,365,985,4,10,10,0
040159501001,1635,0,1635,0,0,0,0
040159501002,2465,715,1695,0,0,0,0
040159501003,1945,60,1735,0,140,4,0
040159504011,795,90,700,0,0,0,0
040159504012,840,115,730,0,0,0,0
040159504021,1490,90,1300,0,10,70,0
040159504022,1205,30,1070,4,105,0,0
040159504023,1130,40,1055,10,0,4,0
040159505001,1240,95,1055,45,0,4,4
040159506001,3660,240,3110,0,15,85,0
040159506002,1160,35,1105,0,0,0,0
040159506003,2120,20,2080,0,0,0,0
040159506004,395,170,225,0,0,0,0
040159506005,1485,105,1365,15,0,0,0
040159507031,1650,105,1435,0,35,10,0
040159507032,1605,105,1425,75,0,0,0
040159507041,4455,205,4175,0,0,55,0
040159507042,615,95,505,0,15,0,0
040159507043,935,80,855,0,0,0,0
040159507051,1440,95,1295,0,0,10,0
040159507052,815,225,580,0,0,0,0
040159507053,1190,75,1100,0,0,0,0
040159507061,1305,50,1220,0,20,0,0
040159507062,1760,185,1465,15,85,0,0
040159514011,1480,125,1225,125,0,10,0
040159514012,2170,210,1900,0,0,35,0
040159514021,580,35,545,0,0,0,0
040159514022,1735,265,1375,0,0,25,25
040159514023,710,210,460,20,0,10,0
040159515011,1440,285,1025,35,0,40,0
040159515012,570,80,480,4,0,4,0
040159515013,340,35,305,0,0,0,0
040159515014,775,60,715,0,0,0,0
040159515021,2545,285,2005,155,15,35,0
040159515022,1890,145,1710,35,0,0,0
040159516011,645,135,465,30,4,0,0
040159516012,1270,260,955,25,25,0,0
040159516013,730,190,535,0,0,0,0
040159516021,775,150,605,0,0,15,0
040159516022,955,330,570,35,0,4,0
040159516023,1590,480,1065,0,25,20,0
040159517001,1160,415,740,0,0,0,0
040159517002,575,305,240,0,0,0,0
040159517003,410,155,240,0,0,0,15
040159517004,625,175,410,0,0,0,0
040159517005,1260,215,1025,0,0,20,0
040159518001,470,35,295,0,20,0,0
040159518002,465,40,425,0,0,0,0
040159518003,650,150,500,0,0,0,0
040159518004,1025,270,675,20,0,0,0
040159519001,1120,155,930,0,0,15,0
040159519002,605,115,465,15,0,0,0
040159519003,1585,135,1335,0,65,30,0
040159520011,1560,230,1160,0,100,60,0
040159520021,665,75,585,4,4,0,0
040159520022,4025,515,3310,15,60,15,105
040159520023,1450,375,1040,35,0,0,0
040159520031,1330,145,1075,0,0,35,0
040159520032,2870,750,2070,25,0,25,0
040159520041,2890,565,2140,65,15,60,0
040159524001,590,55,535,0,0,0,0
040159524002,1755,290,1460,0,0,4,0
040159525001,2235,395,1800,4,0,40,0
040159525002,760,0,720,0,0,35,4
040159525003,1445,160,1255,0,0,30,0
040159526001,1030,70,965,0,0,0,0
040159526002,915,200,645,10,55,0,0
040159526003,650,30,610,0,0,10,0
040159527001,1725,195,1365,0,165,0,0
040159527002,2735,570,2125,0,0,0,0
040159528001,1650,195,1425,0,0,30,0
040159528002,2145,170,1880,0,90,0,0
040159528003,1475,285,1135,0,15,20,0
040159529001,1185,165,995,0,0,0,0
040159529002,855,110,675,0,0,15,0
040159529003,960,210,750,0,0,0,0
040159529004,1945,330,1490,55,4,0,0
040159530001,965,110,840,0,0,15,0
040159530002,1225,50,1125,0,0,20,0
040159530003,1415,55,1310,50,0,0,0
040159530004,870,55,715,0,20,65,0
040159531001,1215,215,905,0,20,50,0
040159531002,575,10,520,35,0,0,0
040159531003,755,60,660,15,0,0,0
040159532001,1050,20,1015,0,0,0,0
040159532002,1105,45,990,0,0,0,0
040159532003,485,65,415,0,0,0,0
040159533001,2265,290,1940,0,4,30,0
040159533002,930,20,875,0,35,0,0
040159533003,1445,255,1190,0,0,0,0
040159534011,820,225,590,0,4,0,0
040159534012,1825,195,1570,0,0,0,0
040159534013,765,45,690,0,35,0,0
040159534014,1025,95,885,0,0,45,0
040159534021,1915,150,1765,0,0,0,0
040159534022,2610,100,2405,4,30,0,0
040159536011,3055,320,2575,25,45,0,0
040159536012,3900,440,3245,0,10,70,15
040159536021,1580,285,1060,90,110,0,0
040159536022,515,95,275,75,25,45,0
040159536023,715,10,650,20,0,0,0
040159538001,2050,235,1650,100,0,35,0
040159538002,1470,75,1340,0,25,0,0
040159538003,1160,175,930,0,50,0,0
040159539001,2620,220,2275,65,0,50,0
040159539002,2805,320,2205,10,235,35,0
040159548001,2790,390,2035,135,15,70,0
040159548002,1240,120,1020,75,20,4,0
040159548003,2120,115,1875,35,30,10,0
040159549001,2135,265,1830,30,0,0,0
040159549002,940,190,755,0,0,0,0
040159550001,285,0,285,0,0,0,0
040159550002,1760,310,1080,20,300,0,4
040159550003,1910,175,1485,0,35,0,20
040179400081,340,0,4,0,340,0,4
040179400082,405,4,0,0,400,0,4
040179400101,425,4,0,0,420,0,0
040179400102,545,0,0,0,540,0,0
040179400103,930,0,30,0,895,0,0
040179400111,295,4,4,0,285,4,0
040179400112,380,0,0,0,380,0,0
040179400113,705,15,35,0,620,4,15
040179400121,2280,20,10,15,2225,10,0
040179400131,385,0,35,0,350,0,0
040179400132,490,10,0,0,480,0,0
040179400133,2810,30,90,15,2670,10,0
040179400141,540,0,4,0,535,0,0
040179400142,835,0,4,0,825,0,4
040179400143,425,15,4,0,405,0,0
040179400151,670,4,20,0,645,4,0
040179400152,1970,25,10,0,1910,10,0
